ROW,STRATA_ID,SLOPE_CAT,LU_CAT,SLOPE_RANGE,ENV_RANGE,LU_RANGE,clc_level3,clc_level2,clc_level1,LEVEL_LU,ENV_CAT_CODE,ENV_CAT,LULUCF_CODE,LULUCF_DESCRIPTION,LULUCF_CODE_L2,LULUCF_DESCRIPTION_L2
1416,411,STEEP,Natural_grassland,"[30, 1000]",5,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,GL,Grassland,GL,Grassland
1417,412,STEEP,Moors_heathland,"[30, 1000]",2,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,BOR,Boreal,GL,Grassland,GL,Grassland
1418,412,STEEP,Moors_heathland,"[30, 1000]",5,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,GL,Grassland,GL,Grassland
1419,413,STEEP,Sclerophyllous_veg,"[30, 1000]",2,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,BOR,Boreal,GL,Grassland,GL,Grassland
1420,413,STEEP,Sclerophyllous_veg,"[30, 1000]",5,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,GL,Grassland,GL,Grassland
1421,414,STEEP,Transitional_woodland_shrub,"[30, 1000]",2,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,BOR,Boreal,FL,Forest land,FL,Forest land
1422,414,STEEP,Transitional_woodland_shrub,"[30, 1000]",5,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,FL,Forest land,FL,Forest land
1423,415,STEEP,Open_spaces_little_no_veg,"[30, 1000]",2,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,BOR,Boreal,OL,Other land,OL,Other land
1424,415,STEEP,Open_spaces_little_no_veg,"[30, 1000]",2,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,BOR,Boreal,OL,Other land,OL,Other land
1425,415,STEEP,Open_spaces_little_no_veg,"[30, 1000]",2,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,BOR,Boreal,OL,Other land,OL,Other land
1426,415,STEEP,Open_spaces_little_no_veg,"[30, 1000]",2,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,BOR,Boreal,FL,Forest land,FL,Forest land
1427,415,STEEP,Open_spaces_little_no_veg,"[30, 1000]",2,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,BOR,Boreal,OL,Other land,OL,Other land
1428,415,STEEP,Open_spaces_little_no_veg,"[30, 1000]",5,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,OL,Other land,OL,Other land
1429,415,STEEP,Open_spaces_little_no_veg,"[30, 1000]",5,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,OL,Other land,OL,Other land
1430,415,STEEP,Open_spaces_little_no_veg,"[30, 1000]",5,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,OL,Other land,OL,Other land
1431,415,STEEP,Open_spaces_little_no_veg,"[30, 1000]",5,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,FL,Forest land,FL,Forest land
1432,415,STEEP,Open_spaces_little_no_veg,"[30, 1000]",5,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ALS,Atlantic_south,OL,Other land,OL,Other land
1433,416,STEEP,Wetlands,"[30, 1000]",2,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,BOR,Boreal,WL,Wetlands,WL,Wetlands
1434,416,STEEP,Wetlands,"[30, 1000]",2,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,BOR,Boreal,WL,Wetlands,WL,Wetlands
1435,416,STEEP,Wetlands,"[30, 1000]",2,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,BOR,Boreal,WL,Wetlands,WL,Wetlands
1436,416,STEEP,Wetlands,"[30, 1000]",2,422,Salines,Coastal wetlands,Wetlands,SOC_classif,BOR,Boreal,WL,Wetlands,WL,Wetlands
1437,416,STEEP,Wetlands,"[30, 1000]",2,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,BOR,Boreal,WL,Wetlands,WL,Wetlands
1438,416,STEEP,Wetlands,"[30, 1000]",2,511,Water courses,Inland waters,Water bodies,SOC_classif,BOR,Boreal,WL,Wetlands,WL,Wetlands
1439,416,STEEP,Wetlands,"[30, 1000]",2,512,Water bodies,Inland waters,Water bodies,SOC_classif,BOR,Boreal,WL,Wetlands,WL,Wetlands
1440,416,STEEP,Wetlands,"[30, 1000]",2,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,BOR,Boreal,WL,Wetlands,WL,Wetlands
1441,416,STEEP,Wetlands,"[30, 1000]",2,522,Estuaries,Coastal waters,Water bodies,SOC_classif,BOR,Boreal,WL,Wetlands,WL,Wetlands
1442,416,STEEP,Wetlands,"[30, 1000]",2,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,BOR,Boreal,WL,Wetlands,WL,Wetlands
1443,416,STEEP,Wetlands,"[30, 1000]",5,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,ALS,Atlantic_south,WL,Wetlands,WL,Wetlands
1444,416,STEEP,Wetlands,"[30, 1000]",5,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,ALS,Atlantic_south,WL,Wetlands,WL,Wetlands
1445,416,STEEP,Wetlands,"[30, 1000]",5,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,ALS,Atlantic_south,WL,Wetlands,WL,Wetlands
1446,416,STEEP,Wetlands,"[30, 1000]",5,422,Salines,Coastal wetlands,Wetlands,SOC_classif,ALS,Atlantic_south,WL,Wetlands,WL,Wetlands
1447,416,STEEP,Wetlands,"[30, 1000]",5,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,ALS,Atlantic_south,WL,Wetlands,WL,Wetlands
1448,416,STEEP,Wetlands,"[30, 1000]",5,511,Water courses,Inland waters,Water bodies,SOC_classif,ALS,Atlantic_south,WL,Wetlands,WL,Wetlands
1449,416,STEEP,Wetlands,"[30, 1000]",5,512,Water bodies,Inland waters,Water bodies,SOC_classif,ALS,Atlantic_south,WL,Wetlands,WL,Wetlands
1450,416,STEEP,Wetlands,"[30, 1000]",5,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,ALS,Atlantic_south,WL,Wetlands,WL,Wetlands
1451,416,STEEP,Wetlands,"[30, 1000]",5,522,Estuaries,Coastal waters,Water bodies,SOC_classif,ALS,Atlantic_south,WL,Wetlands,WL,Wetlands
1452,416,STEEP,Wetlands,"[30, 1000]",5,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,ALS,Atlantic_south,WL,Wetlands,WL,Wetlands
1453,417,STEEP,Artificial_surfaces,"[30, 1000]",3,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,NEM,Nemoral,SL,Settlements,SL,Settlements
1454,417,STEEP,Artificial_surfaces,"[30, 1000]",3,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,NEM,Nemoral,SL,Settlements,SL,Settlements
1455,417,STEEP,Artificial_surfaces,"[30, 1000]",3,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,NEM,Nemoral,SL,Settlements,SL,Settlements
1456,417,STEEP,Artificial_surfaces,"[30, 1000]",3,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,NEM,Nemoral,SL,Settlements,SL,Settlements
1457,417,STEEP,Artificial_surfaces,"[30, 1000]",3,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,NEM,Nemoral,SL,Settlements,SL,Settlements
1458,417,STEEP,Artificial_surfaces,"[30, 1000]",3,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,NEM,Nemoral,SL,Settlements,SL,Settlements
1459,417,STEEP,Artificial_surfaces,"[30, 1000]",3,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,NEM,Nemoral,SL,Settlements,SL,Settlements
1460,417,STEEP,Artificial_surfaces,"[30, 1000]",3,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,NEM,Nemoral,SL,Settlements,SL,Settlements
1461,417,STEEP,Artificial_surfaces,"[30, 1000]",3,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,NEM,Nemoral,SL,Settlements,SL,Settlements
1462,417,STEEP,Artificial_surfaces,"[30, 1000]",3,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,NEM,Nemoral,SL,Settlements,SL,Settlements
1463,417,STEEP,Artificial_surfaces,"[30, 1000]",3,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,NEM,Nemoral,SL,Settlements,SL,Settlements
1464,418,STEEP,Non_irrigated_arable_land,"[30, 1000]",3,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,ACL,Arable cropland
1465,419,STEEP,Permanently_irrigated_arable_land,"[30, 1000]",3,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,ACL,Arable cropland
1466,420,STEEP,Rice_fields,"[30, 1000]",3,213,Rice fields,Arable land,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,ACL,Arable cropland
1467,421,STEEP,Permanent_crops,"[30, 1000]",3,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,PCL,Permanent cropland
1468,421,STEEP,Permanent_crops,"[30, 1000]",3,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,PCL,Permanent cropland
1469,421,STEEP,Permanent_crops,"[30, 1000]",3,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,PCL,Permanent cropland
1470,422,STEEP,Pasture,"[30, 1000]",3,231,Pastures,Pastures,Agricultural areas,SOC_classif,NEM,Nemoral,GL,Grassland,GL,Grassland
1471,423,STEEP,Heterogeneous_agro,"[30, 1000]",3,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,ACL,Arable cropland
1472,423,STEEP,Heterogeneous_agro,"[30, 1000]",3,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,ACL,Arable cropland
1473,423,STEEP,Heterogeneous_agro,"[30, 1000]",3,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,ACL,Arable cropland
1474,423,STEEP,Heterogeneous_agro,"[30, 1000]",3,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,AFCL,Agroforestry cropland
1475,424,STEEP,Broadleaved_forest,"[30, 1000]",3,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,NEM,Nemoral,FL,Forest land,FL,Forest land
1476,425,STEEP,Coniferous_forest,"[30, 1000]",3,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,NEM,Nemoral,FL,Forest land,FL,Forest land
1477,426,STEEP,Mixed_forest,"[30, 1000]",3,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,NEM,Nemoral,FL,Forest land,FL,Forest land
1478,427,STEEP,Natural_grassland,"[30, 1000]",3,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,NEM,Nemoral,GL,Grassland,GL,Grassland
1479,428,STEEP,Moors_heathland,"[30, 1000]",3,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,NEM,Nemoral,GL,Grassland,GL,Grassland
1480,429,STEEP,Sclerophyllous_veg,"[30, 1000]",3,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,NEM,Nemoral,GL,Grassland,GL,Grassland
1481,430,STEEP,Transitional_woodland_shrub,"[30, 1000]",3,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,NEM,Nemoral,FL,Forest land,FL,Forest land
1482,431,STEEP,Open_spaces_little_no_veg,"[30, 1000]",3,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,NEM,Nemoral,OL,Other land,OL,Other land
1483,431,STEEP,Open_spaces_little_no_veg,"[30, 1000]",3,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,NEM,Nemoral,OL,Other land,OL,Other land
1484,431,STEEP,Open_spaces_little_no_veg,"[30, 1000]",3,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,NEM,Nemoral,OL,Other land,OL,Other land
1485,431,STEEP,Open_spaces_little_no_veg,"[30, 1000]",3,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,NEM,Nemoral,FL,Forest land,FL,Forest land
1486,431,STEEP,Open_spaces_little_no_veg,"[30, 1000]",3,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,NEM,Nemoral,OL,Other land,OL,Other land
1487,432,STEEP,Wetlands,"[30, 1000]",3,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
1488,432,STEEP,Wetlands,"[30, 1000]",3,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
1489,432,STEEP,Wetlands,"[30, 1000]",3,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
1490,432,STEEP,Wetlands,"[30, 1000]",3,422,Salines,Coastal wetlands,Wetlands,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
1491,432,STEEP,Wetlands,"[30, 1000]",3,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
1492,432,STEEP,Wetlands,"[30, 1000]",3,511,Water courses,Inland waters,Water bodies,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
1493,432,STEEP,Wetlands,"[30, 1000]",3,512,Water bodies,Inland waters,Water bodies,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
1494,432,STEEP,Wetlands,"[30, 1000]",3,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
1495,432,STEEP,Wetlands,"[30, 1000]",3,522,Estuaries,Coastal waters,Water bodies,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
1496,432,STEEP,Wetlands,"[30, 1000]",3,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
1497,433,STEEP,Artificial_surfaces,"[30, 1000]",4,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
1498,433,STEEP,Artificial_surfaces,"[30, 1000]",4,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
1499,433,STEEP,Artificial_surfaces,"[30, 1000]",4,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
1500,433,STEEP,Artificial_surfaces,"[30, 1000]",4,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
1501,433,STEEP,Artificial_surfaces,"[30, 1000]",4,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
1502,433,STEEP,Artificial_surfaces,"[30, 1000]",4,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
1503,433,STEEP,Artificial_surfaces,"[30, 1000]",4,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
1504,433,STEEP,Artificial_surfaces,"[30, 1000]",4,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
1505,433,STEEP,Artificial_surfaces,"[30, 1000]",4,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
1506,433,STEEP,Artificial_surfaces,"[30, 1000]",4,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
1507,433,STEEP,Artificial_surfaces,"[30, 1000]",4,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
1508,434,STEEP,Non_irrigated_arable_land,"[30, 1000]",4,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
1509,435,STEEP,Permanently_irrigated_arable_land,"[30, 1000]",4,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
1510,436,STEEP,Rice_fields,"[30, 1000]",4,213,Rice fields,Arable land,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
1511,437,STEEP,Permanent_crops,"[30, 1000]",4,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,PCL,Permanent cropland
1512,437,STEEP,Permanent_crops,"[30, 1000]",4,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,PCL,Permanent cropland
1513,437,STEEP,Permanent_crops,"[30, 1000]",4,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,PCL,Permanent cropland
1514,438,STEEP,Pasture,"[30, 1000]",4,231,Pastures,Pastures,Agricultural areas,SOC_classif,ATN,Atlantic_north,GL,Grassland,GL,Grassland
1515,439,STEEP,Heterogeneous_agro,"[30, 1000]",4,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
1516,439,STEEP,Heterogeneous_agro,"[30, 1000]",4,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
1517,439,STEEP,Heterogeneous_agro,"[30, 1000]",4,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
1518,439,STEEP,Heterogeneous_agro,"[30, 1000]",4,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,AFCL,Agroforestry cropland
1519,440,STEEP,Broadleaved_forest,"[30, 1000]",4,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,FL,Forest land,FL,Forest land
1520,441,STEEP,Coniferous_forest,"[30, 1000]",4,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,FL,Forest land,FL,Forest land
1521,442,STEEP,Mixed_forest,"[30, 1000]",4,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,FL,Forest land,FL,Forest land
1522,443,STEEP,Natural_grassland,"[30, 1000]",4,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,GL,Grassland,GL,Grassland
1523,444,STEEP,Moors_heathland,"[30, 1000]",4,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,GL,Grassland,GL,Grassland
1524,445,STEEP,Sclerophyllous_veg,"[30, 1000]",4,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,GL,Grassland,GL,Grassland
1525,446,STEEP,Transitional_woodland_shrub,"[30, 1000]",4,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,FL,Forest land,FL,Forest land
1526,447,STEEP,Open_spaces_little_no_veg,"[30, 1000]",4,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,OL,Other land,OL,Other land
1527,447,STEEP,Open_spaces_little_no_veg,"[30, 1000]",4,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,OL,Other land,OL,Other land
1528,447,STEEP,Open_spaces_little_no_veg,"[30, 1000]",4,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,OL,Other land,OL,Other land
1529,447,STEEP,Open_spaces_little_no_veg,"[30, 1000]",4,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,FL,Forest land,FL,Forest land
1530,447,STEEP,Open_spaces_little_no_veg,"[30, 1000]",4,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,OL,Other land,OL,Other land
1531,448,STEEP,Wetlands,"[30, 1000]",4,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
1532,448,STEEP,Wetlands,"[30, 1000]",4,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
1533,448,STEEP,Wetlands,"[30, 1000]",4,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
1534,448,STEEP,Wetlands,"[30, 1000]",4,422,Salines,Coastal wetlands,Wetlands,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
1535,448,STEEP,Wetlands,"[30, 1000]",4,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
1536,448,STEEP,Wetlands,"[30, 1000]",4,511,Water courses,Inland waters,Water bodies,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
1537,448,STEEP,Wetlands,"[30, 1000]",4,512,Water bodies,Inland waters,Water bodies,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
1538,448,STEEP,Wetlands,"[30, 1000]",4,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
1539,448,STEEP,Wetlands,"[30, 1000]",4,522,Estuaries,Coastal waters,Water bodies,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
1540,448,STEEP,Wetlands,"[30, 1000]",4,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
1541,449,STEEP,Artificial_surfaces,"[30, 1000]",6,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
1542,449,STEEP,Artificial_surfaces,"[30, 1000]",6,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
1543,449,STEEP,Artificial_surfaces,"[30, 1000]",6,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
1544,449,STEEP,Artificial_surfaces,"[30, 1000]",6,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
1545,449,STEEP,Artificial_surfaces,"[30, 1000]",6,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
1546,449,STEEP,Artificial_surfaces,"[30, 1000]",6,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
1547,449,STEEP,Artificial_surfaces,"[30, 1000]",6,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
1548,449,STEEP,Artificial_surfaces,"[30, 1000]",6,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
1549,449,STEEP,Artificial_surfaces,"[30, 1000]",6,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
1550,449,STEEP,Artificial_surfaces,"[30, 1000]",6,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
1551,449,STEEP,Artificial_surfaces,"[30, 1000]",6,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
1552,450,STEEP,Non_irrigated_arable_land,"[30, 1000]",6,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
1553,451,STEEP,Permanently_irrigated_arable_land,"[30, 1000]",6,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
1554,452,STEEP,Rice_fields,"[30, 1000]",6,213,Rice fields,Arable land,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
1555,453,STEEP,Permanent_crops,"[30, 1000]",6,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,PCL,Permanent cropland
1556,453,STEEP,Permanent_crops,"[30, 1000]",6,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,PCL,Permanent cropland
1557,453,STEEP,Permanent_crops,"[30, 1000]",6,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,PCL,Permanent cropland
1558,454,STEEP,Pasture,"[30, 1000]",6,231,Pastures,Pastures,Agricultural areas,SOC_classif,CON,Continental,GL,Grassland,GL,Grassland
1559,455,STEEP,Heterogeneous_agro,"[30, 1000]",6,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
1560,455,STEEP,Heterogeneous_agro,"[30, 1000]",6,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
